promo_applied,spend_90d,tenure_months,past_purchases,age
1,85.88,30,3,21
1,81.54,32,0,55
1,90.76,27,2,27
0,98.45,15,13,31
1,133.72,45,7,56
1,155.53,45,17,51
1,61.13,6,9,50
1,71.13,19,1,32
1,139.79,42,9,58
1,69.62,30,5,53
0,118.28,27,0,41
0,108.0,41,6,56
0,87.49,23,3,31
0,82.51,23,1,26
0,67.33,36,3,41
0,118.72,15,2,58
0,110.48,15,6,44
1,109.86,43,3,29
1,106.68,42,5,55
0,49.82,5,4,24
1,96.02,41,0,27
1,142.49,33,14,40
1,72.44,25,1,60
1,79.17,17,0,50
0,88.26,14,3,27
1,70.53,18,1,45
1,75.22,8,5,19
1,81.63,38,3,41
0,51.58,19,6,63
1,168.96,47,4,61
1,78.22,27,2,27
0,75.42,14,5,27
1,126.44,47,5,38
1,91.73,29,5,37
0,46.04,2,2,44
0,79.06,8,3,58
1,84.09,26,6,55
0,91.41,41,5,26
0,77.16,39,1,44
1,146.48,30,11,57
0,97.93,24,4,23
0,59.79,19,2,25
0,139.25,43,2,51
0,97.77,29,3,48
1,79.31,3,18,28
0,74.33,36,8,57
1,128.58,32,3,61
0,111.26,3,7,34
0,81.84,14,6,43
0,74.09,15,4,57
0,69.12,35,5,26
1,103.54,47,1,34
0,98.05,20,6,61
1,117.37,36,3,18
0,66.1,21,1,52
1,99.22,40,2,51
1,132.42,32,2,32
1,122.58,8,7,53
0,49.13,39,1,31
0,78.87,12,3,50
1,77.6,14,3,63
0,78.41,26,6,22
1,76.66,14,3,36
1,94.89,40,4,34
1,88.6,32,5,44
1,69.26,1,1,50
1,103.55,38,7,27
0,138.82,13,24,63
0,64.79,21,3,57
1,126.87,20,4,62
0,82.4,42,1,63
1,140.18,31,14,33
0,88.75,31,1,50
1,61.96,16,7,35
0,73.69,1,1,49
1,148.14,29,15,55
0,86.67,8,7,57
1,110.74,14,1,49
0,81.29,15,0,34
0,59.1,2,1,22
0,133.88,2,20,58
0,96.63,6,2,64
0,50.1,17,2,59
1,89.82,7,9,52
1,69.82,8,2,32
1,87.55,1,4,30
0,83.74,5,4,53
1,67.3,33,1,22
1,100.82,36,5,40
1,109.9,43,12,56
1,110.64,40,3,34
1,118.7,34,2,20
0,84.06,25,9,45
1,100.49,19,3,63
1,126.95,35,4,61
1,71.0,34,3,20
1,102.45,10,5,39
1,96.86,20,4,29
1,94.28,32,11,37
0,115.28,23,15,58
1,116.96,30,3,51
1,151.36,43,7,37
0,96.2,20,6,42
0,46.73,13,1,22
1,113.45,32,5,60
1,88.48,5,8,19
1,143.57,41,8,30
0,145.38,42,2,57
0,49.77,18,0,48
1,121.01,47,5,23
1,78.72,6,3,61
0,95.74,5,7,42
0,65.33,15,2,40
1,127.3,9,17,52
1,110.3,43,3,34
1,124.94,44,16,21
1,111.15,23,13,36
0,98.31,8,4,55
1,71.9,12,5,22
0,85.19,32,1,32
0,21.22,18,4,28
1,79.15,31,3,40
0,59.19,10,2,21
1,76.43,12,4,29
0,51.63,16,3,39
1,117.95,45,3,39
0,76.47,44,1,52
0,62.77,1,2,45
1,69.7,6,4,18
0,77.43,16,5,62
1,121.72,40,6,24
0,87.82,16,3,52
1,97.26,45,4,38
1,131.09,40,15,29
1,84.98,17,5,58
1,90.6,39,13,21
1,91.6,27,3,20
0,68.62,12,3,24
1,99.88,14,12,48
1,147.79,23,25,39
0,111.9,11,8,59
0,79.21,37,9,55
0,55.56,6,6,27
1,124.6,36,3,27
1,116.9,26,2,46
0,114.6,36,4,61
1,72.79,15,8,44
1,68.39,29,2,23
0,103.74,5,27,18
0,47.34,16,2,34
1,95.09,45,1,25
1,108.13,21,9,64
1,119.43,39,2,56
0,54.21,3,9,26
1,97.65,47,3,56
0,102.15,12,2,54
1,109.88,28,3,49
1,102.57,10,5,36
1,57.37,1,2,46
1,104.15,46,4,46
1,103.01,34,5,60
0,81.99,5,3,20
0,93.39,23,7,38
0,65.85,8,5,26
0,74.05,22,6,37
0,98.48,16,6,44
0,102.23,35,9,47
0,77.22,18,21,19
1,134.53,41,0,29
1,65.53,7,2,19
0,105.97,17,4,44
0,96.84,4,3,62
1,63.47,27,1,29
1,105.18,19,8,37
1,114.83,46,5,54
1,73.76,4,1,34
1,72.62,36,1,48
0,54.1,20,5,32
1,89.58,23,2,40
0,89.59,10,4,42
1,100.04,32,4,64
0,77.11,3,3,30
1,115.75,24,4,52
1,133.03,40,1,60
1,190.03,44,11,43
0,67.32,22,6,27
0,79.61,8,3,43
0,45.19,15,1,32
0,83.86,18,1,47
0,126.27,42,24,25
0,109.38,1,16,38
0,74.07,11,1,59
1,54.1,25,0,52
0,76.58,3,10,42
0,119.32,4,25,31
1,102.81,23,8,52
0,93.22,40,10,49
1,90.3,21,7,21
0,89.14,17,4,58
0,11.68,10,3,18
0,64.93,15,4,36
0,86.36,33,2,18
1,144.14,30,20,58
0,67.16,17,3,31
0,58.78,13,14,27
0,90.27,3,2,56
1,112.34,16,6,60
1,93.02,24,4,60
0,64.12,2,1,30
0,88.02,12,4,64
0,104.52,16,6,20
0,96.56,13,4,45
0,93.63,36,3,60
0,125.64,7,11,64
0,73.32,17,8,24
0,74.3,25,8,40
1,22.75,5,3,26
0,91.27,4,15,28
1,106.27,24,4,43
1,136.45,33,1,42
0,105.7,11,4,46
0,87.63,9,2,41
0,122.02,24,7,44
0,81.97,32,9,31
0,113.87,10,18,52
1,122.82,29,3,43
0,75.2,13,1,34
0,96.29,6,7,51
0,74.71,14,5,18
0,58.14,2,2,52
1,112.99,34,5,19
0,98.37,9,5,63
1,100.84,19,8,34
0,89.87,2,5,23
0,55.69,2,11,62
0,99.4,19,10,64
0,111.96,8,20,55
1,78.57,35,5,44
1,81.9,38,5,29
1,84.54,14,10,32
1,151.84,31,14,56
1,133.3,45,3,29
1,117.32,41,4,51
0,126.41,45,15,49
0,79.93,9,4,55
1,95.94,30,3,27
1,87.52,23,6,51
1,120.33,31,7,59
0,137.53,16,16,31
0,82.08,16,2,38
1,92.72,41,13,21
0,127.91,43,16,54
1,112.52,18,13,48
0,68.52,29,6,29
1,125.32,35,10,58
0,86.59,22,5,60
1,71.94,28,2,35
1,88.61,12,2,34
1,79.31,32,0,60
0,69.49,40,5,33
0,94.69,26,4,19
1,73.9,30,4,29
1,129.18,39,4,63
0,93.1,17,17,24
1,89.88,12,5,58
1,141.05,46,3,38
1,71.18,21,1,33
0,55.72,3,11,57
1,116.91,23,10,52
1,77.87,11,4,43
0,68.24,1,1,26
1,104.21,45,5,20
1,68.24,22,0,32
1,125.38,41,2,60
0,96.0,18,3,39
1,106.52,26,6,29
1,88.41,11,9,41
1,90.69,40,5,29
1,99.98,24,4,32
0,84.48,22,32,20
0,76.59,1,3,23
1,92.04,19,1,45
1,138.25,20,9,56
0,73.77,42,4,55
0,52.16,26,4,39
0,56.0,47,2,50
1,90.73,9,5,53
0,98.12,2,11,34
1,102.82,38,1,53
1,106.72,44,2,19
1,113.03,39,2,60
1,136.69,26,5,51
0,88.95,22,7,19
1,107.63,34,6,57
0,113.77,4,0,58
0,82.69,5,4,50
0,78.72,37,6,31
0,84.49,40,3,37
1,91.63,28,9,34
0,127.0,1,19,26
1,179.44,34,31,55
1,106.0,30,5,45
0,98.07,27,2,47
1,88.92,26,0,41
0,80.38,36,8,61
0,74.79,3,2,44
1,118.17,35,1,25
1,96.47,41,6,49
0,32.12,31,1,18
1,100.27,9,3,50
1,113.3,46,1,30
1,111.08,24,0,45
0,70.26,40,1,25
0,47.22,41,3,34
0,84.79,41,5,58
1,100.96,39,1,62
1,60.88,27,1,48
1,74.98,35,0,18
1,94.23,12,8,62
1,100.64,31,1,35
1,46.5,5,2,46
1,130.15,30,6,63
0,76.48,40,2,50
1,112.81,47,13,25
0,52.33,23,26,18
1,121.62,34,2,57
1,82.28,39,3,23
1,149.34,35,12,43
0,87.68,19,1,53
0,120.02,9,17,24
0,51.97,6,4,28
1,95.66,27,1,44
1,116.87,36,5,34
0,81.26,39,5,39
1,74.94,14,5,33
0,51.94,14,1,42
0,92.15,4,1,31
0,52.46,32,2,25
1,102.9,33,4,49
1,135.71,42,2,45
0,114.56,16,1,21
1,92.62,47,1,24
0,96.73,9,11,40
1,104.01,6,8,18
0,73.15,2,1,34
0,73.36,9,2,42
0,43.98,44,6,30
1,106.78,39,2,33
0,76.19,9,1,52
1,48.84,12,1,35
0,99.98,37,3,61
0,53.18,30,3,51
0,26.16,37,1,28
1,109.73,31,1,62
0,98.7,12,3,39
1,147.87,41,3,43
0,60.43,12,4,25
0,71.73,26,2,28
0,94.69,3,2,50
1,118.77,25,18,26
0,130.75,12,9,31
1,98.51,17,5,47
1,65.67,28,3,56
1,115.38,2,10,53
1,140.89,31,5,60
1,122.51,32,2,58
0,78.67,2,3,25
1,93.48,27,5,54
0,98.28,47,4,40
1,148.02,46,7,54
1,100.53,40,5,49
0,103.52,26,0,64
0,101.26,17,19,55
1,105.84,40,8,51
0,30.96,5,6,31
1,61.3,7,7,38
0,87.11,29,5,47
1,58.4,30,2,18
0,85.18,28,2,36
0,102.08,29,3,44
0,112.93,21,23,30
0,81.21,25,3,36
0,82.96,12,1,51
1,105.53,43,6,29
1,103.48,39,5,53
1,133.06,47,3,35
1,72.06,27,3,24
0,101.09,1,8,33
0,107.47,35,2,35
0,88.71,30,1,56
1,125.44,46,6,51
1,143.18,34,19,46
0,89.34,1,3,55
0,91.71,34,2,60
0,59.84,27,3,27
1,89.29,25,4,60
0,83.69,25,7,34
1,105.22,25,5,40
1,118.15,23,2,49
0,105.58,13,21,31
1,117.29,26,10,22
0,73.19,7,4,20
0,68.15,10,8,31
0,99.55,11,11,25
0,85.82,22,6,27
1,139.53,40,6,58
1,133.09,35,14,45
0,58.71,23,1,32
1,177.93,10,33,62
0,48.67,2,2,47
0,67.94,44,4,62
0,51.71,2,5,30
1,99.39,40,5,19
0,73.34,20,3,22
1,246.01,41,60,18
1,112.44,47,2,23
1,93.43,45,7,49
1,88.12,29,6,26
0,72.63,1,1,47
1,118.76,28,2,33
0,76.74,9,3,56
0,56.16,34,4,29
0,74.99,6,2,49
1,97.58,20,5,47
1,139.54,40,3,55
0,94.66,21,14,55
0,115.43,19,6,56
0,238.59,35,78,52
0,114.29,7,5,39
1,70.22,36,4,20
0,118.02,10,2,48
1,97.46,36,4,22
1,97.08,40,2,43
0,69.23,26,6,23
1,122.36,41,4,43
0,132.32,1,11,59
1,75.53,24,8,20
1,55.57,15,2,41
1,156.87,41,0,54
0,87.55,41,12,47
1,78.83,25,8,18
1,131.29,32,12,29
0,72.46,15,8,34
0,75.23,34,4,52
0,71.28,7,3,38
1,82.29,34,6,59
0,100.62,18,3,42
0,65.35,18,13,37
1,95.22,28,1,61
1,145.41,34,2,57
1,103.63,30,6,18
0,72.04,4,5,21
0,73.95,22,3,46
0,66.41,18,2,21
1,113.33,32,1,30
0,80.16,32,1,36
0,107.71,30,5,33
1,110.68,16,2,55
1,92.96,22,7,31
1,93.65,26,4,20
0,46.07,18,0,37
0,66.76,37,2,35
0,111.0,7,11,37
0,88.16,17,14,45
1,80.38,9,2,41
1,56.84,11,1,25
0,50.8,9,1,19
1,105.03,34,6,40
1,118.25,47,4,46
0,51.9,27,4,19
0,95.66,4,25,27
1,136.9,46,7,35
1,89.5,16,2,62
1,116.72,35,9,33
0,91.29,34,1,51
0,108.36,21,7,39
0,74.15,41,2,30
0,61.09,15,2,26
0,78.17,8,3,38
0,76.04,19,2,52
0,87.92,11,3,24
1,117.11,33,1,53
1,109.28,14,3,60
1,106.18,24,6,21
0,124.6,38,4,41
0,75.53,31,4,46
0,72.14,10,2,22
0,83.92,30,6,40
1,70.2,27,6,31
1,105.62,41,2,57
0,84.2,28,6,18
0,51.06,29,0,40
1,106.9,32,2,55
1,152.45,15,23,55
1,141.25,44,4,54
1,109.82,31,13,31
1,114.91,42,5,60
0,107.41,7,8,22
0,110.87,18,3,31
1,70.26,6,4,44
0,67.79,2,2,25
0,74.08,42,3,57
0,49.79,3,1,23
1,124.65,38,2,42
1,133.56,25,1,59
1,144.94,38,1,27
1,128.72,15,12,60
0,71.93,39,5,51
1,87.67,33,3,26
0,108.51,19,3,61
1,114.06,8,5,43
0,72.99,25,6,39
1,58.1,17,2,31
0,29.99,20,2,19
0,77.65,38,7,25
1,146.76,31,16,60
1,72.7,36,1,31
0,94.28,39,11,33
0,106.45,8,3,40
1,134.06,34,6,60
1,87.91,11,5,46
0,75.26,26,3,57
1,102.48,32,2,54
1,155.01,38,2,59
0,87.68,47,17,30
1,30.2,24,1,18
1,56.53,11,3,23
1,96.35,22,1,45
0,75.95,10,3,58
1,115.47,46,8,40
1,120.37,17,3,58
0,80.26,37,6,54
1,110.83,21,2,62
1,96.04,15,2,39
0,78.9,30,4,25
1,161.59,42,31,28
1,115.68,33,2,22
1,29.0,16,1,25
0,116.95,6,6,23
0,44.63,21,0,48
0,63.96,6,3,20
1,86.26,28,1,47
1,115.51,31,5,62
0,84.16,6,2,37
1,72.54,5,2,34
1,124.44,31,5,34
1,43.04,19,7,36
1,69.35,31,3,22
0,91.21,42,2,40
1,151.7,40,14,47
1,119.09,36,1,26
0,61.62,28,6,58
1,112.6,38,1,37
1,143.5,46,3,51
1,110.75,32,2,38
0,103.52,25,5,32
1,118.68,42,8,20
1,105.54,29,12,48
0,77.78,23,0,49
1,36.48,5,4,18
0,90.14,8,13,20
1,147.71,43,2,47
1,94.52,20,18,61
0,38.24,5,1,42
1,110.5,41,4,19
1,113.69,21,3,60
0,63.6,22,11,39
1,117.09,43,4,52
0,99.36,27,2,56
0,46.56,13,1,31
0,121.84,26,2,62
1,155.75,41,21,37
1,91.17,3,5,36
0,70.09,2,2,31
0,101.95,21,2,53
0,88.12,34,3,58
1,129.89,20,8,42
1,102.49,9,3,58
0,64.8,19,4,31
0,61.81,16,2,21
0,56.02,5,1,51
0,109.37,39,1,47
1,109.86,31,12,44
1,74.5,11,3,53
1,150.55,34,13,60
1,90.01,34,2,63
0,97.08,39,21,50
0,70.05,33,9,30
1,123.29,36,6,18
0,63.42,40,2,27
1,97.23,30,2,50
1,137.29,42,8,28
0,116.93,30,3,27
0,53.99,14,2,43
1,105.12,39,3,44
1,131.89,47,3,41
1,107.14,37,1,47
0,73.35,13,10,32
1,112.23,27,3,31
0,51.14,33,4,21
0,107.19,37,20,39
1,113.96,40,4,30
1,110.76,30,9,20
0,52.29,14,3,54
1,63.6,20,3,53
0,70.41,18,3,64
0,59.07,4,3,19
1,71.28,28,5,64
1,55.97,24,2,23
1,120.67,39,4,47
0,67.17,6,5,39
1,92.82,45,2,19
1,85.38,22,1,20
1,171.52,38,9,57
0,69.79,27,1,61
1,131.37,39,3,55
1,74.23,10,5,33
0,17.26,7,2,28
1,80.02,26,1,27
0,67.9,39,3,38
1,72.36,30,2,33
1,81.64,42,3,25
0,42.22,8,3,21
0,49.61,14,2,26
0,73.08,8,8,30
1,105.99,12,4,59
0,85.82,8,1,54
0,70.42,5,4,51
1,135.44,44,3,29
1,135.68,42,5,48
1,90.6,34,2,25
1,88.47,20,4,58
0,63.02,16,4,52
1,98.94,27,2,50
0,90.98,30,6,56
0,75.19,10,1,45
1,97.1,32,3,20
1,109.55,27,6,35
0,80.94,1,1,56
0,28.76,16,1,22
0,84.84,18,2,53
0,71.5,8,4,25
0,67.36,32,3,62
1,91.54,11,5,61
1,106.29,5,22,27
1,87.14,6,5,58
1,134.26,44,6,38
0,100.93,7,7,35
1,83.92,31,2,19
0,84.94,34,3,59
1,79.66,13,1,56
1,111.89,34,2,28
0,66.57,21,2,21
1,106.94,6,11,53
1,85.85,44,3,35
0,86.11,31,2,34
0,109.4,21,1,33
0,136.53,6,3,59
0,70.79,29,5,29
1,88.69,36,0,28
1,77.85,3,3,47
1,105.07,42,4,34
0,69.1,33,6,32
1,88.61,28,4,54
0,121.02,39,4,52
1,116.15,43,3,45
0,97.46,22,7,46
1,58.47,22,0,59
1,100.39,12,10,25
0,64.84,24,4,38
0,73.76,2,10,19
0,58.25,24,4,23
1,95.55,34,2,23
1,164.82,42,11,47
1,135.84,34,3,50
1,125.29,38,4,36
1,63.85,31,4,26
1,117.33,36,4,64
0,82.68,7,2,38
1,122.31,46,1,64
0,86.81,29,7,37
1,135.11,47,2,29
1,82.18,30,5,33
0,104.98,21,22,57
1,137.46,42,5,51
1,107.99,15,5,64
1,67.66,14,5,22
1,129.67,35,6,29
1,136.12,31,22,62
0,77.35,15,6,34
0,106.02,24,0,44
1,79.38,24,2,37
1,107.51,44,4,24
1,81.09,27,2,51
1,108.25,39,4,45
1,80.77,35,2,43
0,141.88,24,9,47
0,42.41,36,9,34
0,79.98,10,2,56
1,115.48,3,7,63
1,152.54,18,10,55
1,99.52,14,4,61
0,104.77,20,13,35
0,44.73,47,2,42
0,46.18,6,3,19
1,141.46,21,12,36
0,89.54,1,3,50
1,290.43,4,81,21
0,73.22,37,2,34
0,50.48,40,5,39
1,70.17,13,4,19
0,36.15,8,1,44
1,94.44,16,3,29
1,96.52,31,2,20
1,128.54,46,8,55
1,116.02,31,8,60
0,89.19,5,4,34
1,120.36,41,4,61
1,96.95,27,3,27
0,36.58,17,9,18
1,104.45,29,4,55
0,72.48,30,1,60
0,87.28,47,6,62
1,73.16,36,2,22
0,70.62,18,2,22
0,119.77,23,1,61
1,129.34,30,6,45
1,78.29,20,3,19
0,64.26,7,2,30
1,130.89,37,4,23
0,122.85,36,12,47
0,67.83,36,4,52
1,124.8,35,3,48
1,82.12,34,2,18
0,93.21,33,1,52
1,107.72,42,2,24
0,52.24,17,3,30
1,99.37,45,2,59
0,132.06,15,20,64
0,63.87,42,0,43
1,110.84,46,3,23
1,101.36,39,5,62
0,61.2,8,1,37
1,42.24,32,2,27
0,93.89,35,2,45
0,91.12,8,6,40
1,117.29,27,1,23
1,108.5,32,5,29
1,94.66,27,6,35
1,103.19,37,2,33
1,137.98,30,6,47
1,359.58,46,106,27
1,155.84,42,20,48
1,69.81,42,1,21
0,51.21,12,4,33
0,73.04,18,1,31
1,108.5,19,5,44
1,178.58,43,21,34
0,108.54,44,5,29
1,119.17,38,5,42
0,49.55,26,0,48
0,95.91,16,6,63
1,117.9,31,2,41
1,121.63,45,3,35
0,72.23,12,9,23
1,104.31,37,1,63
0,86.69,38,3,41
1,41.47,30,2,19
0,53.38,11,2,46
1,102.99,23,7,57
0,59.59,4,4,48
0,121.65,45,16,53
0,81.21,28,6,36
1,127.03,36,4,64
1,68.71,24,4,62
1,83.35,23,4,48
0,80.65,23,2,52
1,137.59,41,11,33
0,83.43,9,1,49
1,113.08,9,8,44
1,109.24,38,7,48
1,95.85,43,5,56
0,91.86,28,11,57
1,45.5,15,6,22
0,96.54,8,8,55
1,88.01,22,2,56
0,54.73,3,2,53
1,41.74,6,4,31
0,60.59,20,0,33
0,56.19,3,1,29
1,69.1,5,8,18
1,52.99,1,1,31
1,69.69,17,0,63
1,46.71,13,6,33
0,78.25,33,1,63
1,119.28,42,2,21
0,113.17,19,19,21
1,77.59,28,1,41
0,59.16,21,2,43
1,121.54,33,11,47
0,141.17,41,17,32
0,103.14,45,3,54
0,50.9,30,2,27
1,55.35,6,4,39
1,119.57,47,7,50
0,75.49,30,11,45
1,62.83,12,1,51
1,49.0,3,3,48
0,89.4,12,6,63
0,82.77,46,4,27
0,84.04,24,2,24
1,92.08,45,2,33
1,140.24,33,10,41
1,107.91,46,10,28
0,93.53,10,5,32
1,86.2,21,2,62
1,64.32,12,4,27
1,104.25,43,3,30
1,124.67,23,13,45
1,103.19,12,6,49
0,64.62,20,3,19
1,96.26,30,1,60
0,83.89,45,6,58
0,135.76,38,12,47
0,83.22,8,7,25
0,82.08,1,10,23
0,90.65,32,1,44
0,82.17,1,5,18
0,88.96,1,11,60
1,120.52,47,0,31
0,88.9,8,3,60
1,137.35,46,1,61
0,80.4,33,5,61
0,55.86,16,3,26
1,107.09,46,4,41
0,86.33,4,6,42
1,149.86,46,16,61
0,118.99,22,17,32
0,69.08,29,6,34
0,91.32,35,4,56
0,94.47,11,18,54
1,105.46,14,8,56
0,140.44,42,17,58
1,108.2,46,5,37
1,106.75,36,6,51
1,117.68,32,0,53
0,70.09,30,2,53
1,121.61,44,4,53
0,81.47,20,3,19
1,101.7,5,9,60
1,63.4,19,8,23
0,107.48,21,3,52
0,55.01,4,5,63
1,149.07,35,4,43
0,101.66,9,17,50
1,65.08,16,1,28
1,150.17,24,0,46
0,88.89,5,3,39
0,95.37,7,0,63
1,42.19,14,7,20
1,122.68,30,13,18
0,141.74,46,5,44
1,148.4,43,8,61
1,140.36,45,6,55
1,150.41,32,3,64
0,89.71,34,3,46
0,108.37,19,5,18
0,85.45,2,4,37
0,104.2,30,11,53
0,65.85,1,0,25
1,126.83,39,0,27
1,122.31,46,3,25
0,58.86,15,0,46
0,72.54,22,5,24
0,85.71,17,4,50
1,106.12,27,3,45
1,119.97,32,3,38
0,98.79,29,4,50
1,110.52,33,12,39
1,112.12,37,4,47
0,145.98,5,31,40
0,77.17,8,11,19
1,141.11,36,13,45
0,119.69,24,5,53
1,122.81,47,4,30
0,63.18,6,1,43
1,116.49,28,4,60
0,85.98,7,8,33
1,54.15,6,5,25
1,45.92,8,3,30
0,70.2,16,3,34
0,62.2,15,3,48
0,77.75,19,4,24
1,136.22,44,3,37
0,88.46,26,2,62
0,104.94,12,2,39
0,117.53,5,10,61
0,69.37,37,1,59
0,31.73,10,3,19
0,47.38,4,1,24
0,73.08,44,3,53
1,180.79,25,18,62
0,57.51,7,4,27
1,97.01,40,5,22
0,103.49,2,2,46
0,69.72,17,5,30
0,110.31,24,12,28
1,145.32,45,5,58
0,59.23,5,4,33
1,99.9,23,13,27
1,80.31,22,2,32
1,73.9,23,2,45
0,92.1,41,4,21
0,96.03,3,2,64
1,79.14,28,6,48
1,99.81,32,5,41
1,111.82,44,1,57
1,97.96,26,3,35
0,76.87,13,10,52
1,167.46,40,8,51
0,137.53,16,25,49
0,107.92,33,4,44
0,62.39,28,4,32
1,75.29,37,3,25
0,61.9,41,2,19
1,106.36,43,5,28
1,128.89,44,6,43
0,107.53,36,5,38
1,110.87,28,4,41
0,107.22,27,3,43
1,100.37,23,10,20
1,104.07,47,4,50
1,81.44,22,1,38
1,153.04,46,0,58
1,39.92,7,3,44
0,75.4,35,2,47
1,105.54,18,6,33
0,34.27,34,13,46
0,103.11,31,3,32
1,152.2,38,17,19
0,81.22,19,5,58
0,78.82,4,7,26
0,86.95,26,2,33
1,134.63,41,2,51
1,90.96,32,6,51
0,105.54,3,2,29
1,120.49,41,2,22
1,137.86,41,0,52
1,128.29,38,7,30
0,76.05,33,4,48
1,69.39,35,4,43
0,79.86,14,1,23
1,92.15,45,2,37
1,86.09,46,2,28
0,59.02,19,5,61
1,122.69,45,12,20
1,148.72,45,6,31
0,90.14,2,1,60
1,96.25,23,4,53
0,80.62,28,7,63
1,86.95,27,4,58
0,63.4,8,5,35
1,83.23,4,6,55
1,83.82,40,1,33
1,104.04,19,4,53
0,152.18,2,8,53
0,73.32,23,8,24
1,99.15,29,1,57
1,87.9,25,2,20
1,125.6,38,7,63
0,79.86,43,4,26
0,71.75,2,6,28
0,58.95,14,3,19
0,121.86,19,9,63
0,45.07,41,4,50
0,81.51,29,5,26
1,115.11,30,7,26
1,76.11,13,4,54
1,121.35,36,16,56
1,113.46,22,14,56
1,82.45,27,2,49
0,68.6,38,7,33
0,97.86,14,6,53
1,77.79,11,1,62
1,64.46,20,5,20
1,125.85,44,5,30
1,135.81,39,2,40
0,56.65,41,1,29
0,42.71,25,0,26
1,91.62,22,3,55
0,61.25,14,17,34
1,89.57,37,4,20
1,52.42,2,2,18
0,117.66,33,3,41
1,140.97,39,5,38
1,100.78,7,4,32
1,127.4,38,15,52
1,92.73,17,4,47
1,102.55,17,6,63
0,73.11,11,5,41
1,81.55,16,10,46
1,94.45,13,5,58
0,104.17,31,13,56
1,72.42,18,4,53
1,100.21,11,16,55
0,90.47,29,8,43
1,122.35,38,19,49
0,99.49,35,3,41
1,120.49,28,1,41
1,100.97,16,0,55
0,73.43,28,3,38
0,83.13,46,14,54
1,63.29,5,10,28
0,69.7,23,1,23
0,84.22,34,2,23
0,75.18,30,3,63
0,74.67,28,11,38
1,113.65,31,3,42
1,100.12,25,9,49
1,40.66,1,5,23
1,61.58,19,4,49
0,81.4,5,13,23
1,75.43,2,6,60
0,108.77,19,2,30
1,117.61,46,1,62
0,109.45,13,4,43
0,92.12,28,2,43
0,63.52,29,1,22
1,115.36,27,5,60
0,94.98,8,4,55
1,118.07,45,4,32
0,42.94,34,1,24
1,45.34,7,4,59
0,77.7,45,4,18
0,87.24,16,10,36
1,126.06,35,4,59
0,87.29,13,4,54
0,113.46,1,8,62
1,81.77,16,10,39
0,90.08,17,5,37
1,118.82,31,1,50
0,85.98,30,12,57
0,54.23,22,0,43
0,89.01,17,3,51
0,84.08,1,1,33
0,115.2,10,11,57
0,27.24,22,5,31
1,70.15,14,0,46
1,72.96,39,2,49
1,137.79,43,8,37
0,127.51,16,14,63
0,75.05,4,2,46
1,97.69,11,1,46
0,94.91,45,16,29
1,68.39,4,5,22
0,111.28,31,2,55
0,14.45,34,4,26
1,133.88,38,3,38
0,66.15,8,15,22
1,143.27,47,5,39
1,78.19,32,11,23
0,49.82,15,2,26
0,107.08,10,8,52
0,77.75,1,1,63
0,57.05,31,1,49
0,62.77,19,2,52
0,64.43,8,2,20
0,70.84,4,7,30
1,104.67,40,2,38
1,129.8,44,1,37
1,167.73,21,50,24
1,144.49,39,9,56
0,27.46,14,3,18
0,110.48,12,19,35
0,45.98,30,3,23
0,77.88,10,4,47
0,105.79,32,7,43
0,73.46,43,2,42
1,145.39,43,1,60
0,72.83,37,4,29
0,80.57,6,1,40
0,101.92,20,6,48
0,45.72,39,6,28
1,110.86,46,1,46
1,98.41,14,1,63
0,41.15,40,7,19
0,52.28,14,2,47
0,66.67,9,7,33
1,83.59,30,4,32
1,134.78,32,2,45
1,110.45,26,7,21
1,143.61,39,6,44
1,118.36,39,5,18
0,95.33,7,4,52
0,80.09,24,6,42
0,105.05,23,6,63
0,76.49,28,1,43
1,109.04,43,5,48
1,112.7,37,2,46
1,76.95,16,3,57
0,87.06,7,3,21
1,140.4,45,9,40
1,132.12,9,6,60
0,75.81,22,9,32
0,61.92,43,2,32
1,95.82,26,1,25
0,69.28,4,1,28
1,110.05,42,2,58
0,80.5,4,5,52
0,80.7,19,3,28
1,68.14,40,1,48
1,131.23,40,12,33
1,100.26,44,10,33
1,116.18,41,7,36
1,136.65,23,12,59
0,120.4,14,9,34
1,87.35,39,3,61
1,121.0,35,1,43
0,105.24,18,17,24
1,111.99,45,3,31
1,81.61,25,1,20
1,76.16,18,4,50
0,86.84,21,5,46
0,94.69,6,11,38
0,114.46,10,3,37
1,139.28,33,6,64
1,89.6,33,3,56
1,106.92,25,9,55
0,84.31,14,4,60
1,109.29,37,7,27
1,117.18,46,7,56
0,89.87,10,1,28
0,85.52,3,1,51
1,62.58,2,2,61
0,90.08,10,9,25
0,92.1,23,4,63
0,60.33,11,3,35
0,96.24,6,6,32
1,99.59,34,4,35
1,67.95,14,1,37
0,89.88,32,1,33
1,150.2,34,11,47
1,96.28,21,3,51
1,130.88,44,3,31
1,116.62,26,3,54
0,102.17,2,16,36
0,82.28,13,5,56
0,111.6,46,7,38
1,107.34,41,1,43
0,63.28,38,0,27
0,98.4,7,3,45
1,92.32,23,3,46
0,42.7,4,2,29
0,79.35,27,4,29
0,58.63,21,3,28
1,93.55,37,2,49
0,107.22,32,29,21
1,108.01,47,3,58
1,126.44,35,8,51
1,22.64,6,4,29
0,88.19,19,14,61
1,192.31,21,21,58
1,106.17,18,2,46
1,114.95,37,2,62
